candidateId,brand,category,rankInBrandCategory,productName,query,selectedDiscoverySource,selectedGoodsNo,selectedMatchScore,selectedSourceUrl,candidateDiscoveryCount,currentOliveYoungStatus,missingCoreFields
naver-50894865563,컬러그램,liner,1,[꼬막눈 확장/듀오기획]컬러그램 음영 창조 라이너 10COLOR (기획/단품),컬러그램 음영 창조 라이너 10COLOR ( /단품) 올리브영,purchase_url_goods_no,A000000162103,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000162103,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-57918518098,클리오,brow,8,클리오 샤프 쏘 심플 브로우펜슬,클리오 샤프 쏘 심플 브로우펜슬 올리브영,purchase_url_goods_no,A000000180244,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180244,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-57918569105,클리오,liner,1,클리오 익스트림 젤프레소 펜슬라이너,클리오 익스트림 젤프레소 펜슬라이너 올리브영,purchase_url_goods_no,A000000160931,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000160931,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-48004655423,클리오,brow,2,클리오 킬브로우 쉐이핑 파우더 브로우,클리오 킬브로우 쉐이핑 파우더 브로우 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000205771,0.5,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000205771,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-57251615906,클리오,brow,3,클리오 킬브로우 쉐이핑파우더브로우,클리오 킬브로우 쉐이핑파우더브로우 올리브영,purchase_url_goods_no,A000000205771,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000205771,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-60448216033,투쿨포스쿨,base,10,NEW 투쿨포스쿨 픽싱 커버 핏 쿠션 + 리필 기획,투쿨포스쿨 NEW 투쿨포스쿨 픽싱 커버 핏 쿠션 + 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000232144,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000232144,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-57474649017,투쿨포스쿨,liner,4,[투쿨포스쿨] 그윽트임 스머징 엣지 라이너,투쿨포스쿨 그윽트임 스머징 엣지 라이너 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000199182,0.67,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000199182,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-51903540650,투쿨포스쿨,liner,2,투쿨포스쿨 스머징 트임 라이너,투쿨포스쿨 스머징 트임 라이너 올리브영,purchase_url_goods_no,A000000199182,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000199182,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-54505553699,투쿨포스쿨,base,5,투쿨포스쿨 에어 핏 쿠션,투쿨포스쿨 에어 핏 쿠션 올리브영,purchase_url_goods_no,A000000224918,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000224918,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-60448370936,투쿨포스쿨,base,8,투쿨포스쿨 에어 핏 쿠션,투쿨포스쿨 에어 핏 쿠션 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000224918,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000224918,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-51908736116,투쿨포스쿨,base,2,투쿨포스쿨 픽싱 듀 쿠션 (본품+리필),투쿨포스쿨 픽싱 듀 쿠션 ( + ) 올리브영,purchase_url_goods_no,A000000200115,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000200115,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-60470420609,투쿨포스쿨,base,9,투쿨포스쿨 픽싱 듀 쿠션 본품+리필,투쿨포스쿨 픽싱 듀 쿠션 + 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000200115,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000200115,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-56466298719,투쿨포스쿨,base,4,투쿨포스쿨 픽싱 커버 핏 쿠션 (+리필2개 단독기획),투쿨포스쿨 픽싱 커버 핏 쿠션 (+리필2개 단독기획) 올리브영,purchase_url_goods_no,A000000232144,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000232144,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-58981410135,페리페라,brow,2,페리페라 스피디 스키니 브로우 마스카라 10 Colors | 올리브영,페리페라 스피디 스키니 브로우 마스카라 10 Colors | 올리브영 올리브영,purchase_url_goods_no,A000000167236,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000167236,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-56466303398,하트퍼센트,liner,1,[NEW] 하트퍼센트 도트 온 무드 컨투어 아이라이너 슬림 8colors,하트퍼센트 도트 온 무드 컨투어 아이라이너 슬림 8colors 올리브영,purchase_url_goods_no,A000000209310,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209310,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-56058096610,하트퍼센트,base,7,[신세계백화점][화잘먹 치트키] 하트퍼센트 선 베이스 2종,하트퍼센트 [화잘먹 치트키] 하트퍼센트 선 베이스 2종 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000224736,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000224736,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-60650051986,하트퍼센트,brow,9,하트퍼센트 브로우 컬러 체인저 4658217,하트퍼센트 브로우 컬러 체인저 4658217 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000222921,0.67,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222921,1,collected,"colorFamily,undertone,finish,texture"
naver-89587053307,하트퍼센트,base,2,하트퍼센트 선베이스 2종,하트퍼센트 선베이스 2종 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000224736,0.5,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000224736,1,collected,"shadeOptions,colorFamily,undertone,finish"
naver-51420354156,네이밍,base,4,[네이밍] 레이어드 핏 쿠션 리필,네이밍 레이어드 핏 쿠션 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000175954,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000175954,1,collected,"colorFamily,undertone,finish"
naver-60642526244,라카,brow,7,라카 픽시 브로우 카라 체스트넛 3호,라카 픽시 브로우 카라 체스트넛 3호 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000251809,0.75,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000251809,1,collected,"colorFamily,undertone,finish"
naver-60427923751,뮤드,brow,4,NEW컬러 뮤드 인스파이어 스키니 브로우 카라 10종 단품/기획,뮤드 NEW컬러 뮤드 인스파이어 스키니 브로우 카라 10종 단품/ 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000213046,0.67,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213046,1,collected,"colorFamily,undertone,finish"
naver-51487473845,에스쁘아,base,5,[100시간 지속/고커버] 에스쁘아 비벨벳 커버쿠션 SPF42 PA++ 본품+리필,에스쁘아 비벨벳 커버쿠션 SPF42 PA++ + 올리브영,purchase_url_goods_no,A000000184222,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000184222,1,collected,"shadeOptions,colorFamily,undertone"
naver-57313710600,에스쁘아,base,1,[에스쁘아] 비글로우 볼륨 쿠션 (본품+리필),에스쁘아 비글로우 볼륨 쿠션 ( + ) 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000209170,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209170,1,collected,"shadeOptions,colorFamily,undertone"
naver-49163579156,에스쁘아,base,4,[에스쁘아] 비벨벳 커버 쿠션(본품+리필),에스쁘아 비벨벳 커버 쿠션( + ) 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000184222,0.67,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000184222,1,collected,"shadeOptions,colorFamily,undertone"
naver-55627577636,클리오,liner,2,[NO.1 아이라이너] 클리오 샤프 쏘 심플 워터프루프 펜슬라이너 단품/더블기획,클리오 샤프 쏘 심플 워터프루프 펜슬라이너 단품/더블기획 올리브영,purchase_url_goods_no,A000000198343,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000198343,1,collected,"colorFamily,undertone,finish"
naver-57918556957,클리오,base,2,클리오 킬커버 하이 글로우 쿠션(본품+리필 기획),클리오 킬커버 하이 글로우 쿠션( + ) 올리브영,purchase_url_goods_no,A000000188879,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000188879,1,collected,"shadeOptions,colorFamily,undertone"
naver-54510303834,3CE,liner,8,(현대Hmall) 3CE 마이링 아이라이너,3CE 3CE 마이링 아이라이너 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000219135,0.67,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000219135,1,collected,"undertone,finish"
naver-60261888436,3CE,liner,5,3CE 마이링 아이라이너,3CE 마이링 아이라이너 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000219135,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000219135,1,collected,"undertone,finish"
naver-60625711512,라카,liner,10,라카 스테인 립 라이너 번트브라운 8호,라카 스테인 립 라이너 번트브라운 8호 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000250463,0.5,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000250463,1,collected,"shadeOptions,finish"
naver-60642526437,라카,brow,8,라카 픽시 브로우 카라 스모키핑크 4호,라카 픽시 브로우 카라 스모키핑크 4호 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000251809,0.75,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000251809,1,collected,"undertone,finish"
naver-60436738439,에스쁘아,liner,8,사면확장/아이라이너 에스쁘아 아이 오프닝 펜슬 0.3g,에스쁘아 사면확장/아이라이너 에스쁘아 아이 오프닝 펜슬 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000230931,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000230931,1,collected,"undertone,finish"
naver-60429673240,에스쁘아,liner,9,에스쁘아 노머징 브러쉬 라이너,에스쁘아 노머징 브러쉬 라이너 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000134324,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000134324,1,collected,"undertone,finish"
naver-57705495648,웨이크메이크,brow,3,[NEW/브로우픽서 증정] 웨이크메이크 내추럴 하드 브로우 펜슬 9COLOR (1+1기획),웨이크메이크 웨이크메이크 내추럴 하드 브로우 펜슬 9COLOR (1+1기획) 올리브영,purchase_url_goods_no,A000000178972,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000178972,1,collected,"shadeOptions,finish"
naver-60690780257,웨이크메이크,liner,10,웨이크메이크 철벽 브러쉬 아이라이너 0.6g [단품/1+1],웨이크메이크 철벽 브러쉬 아이라이너 0.6g [단품/1+1] 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000130012,0.75,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000130012,1,collected,"undertone,finish"
naver-54032289691,컬러그램,base,9,[파데프리템]컬러그램 긱 누드 스킨 틴트 4COLOR,컬러그램 긱 누드 스킨 틴트 4COLOR 올리브영,purchase_url_goods_no,A000000223679,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000223679,1,collected,"shadeOptions,finish"
naver-43474416049,클리오,brow,6,[2EA]클리오킬브로우 듀얼 타투펜,클리오 클리오킬브로우 듀얼 타투펜 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000129242,0.75,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000129242,1,collected,"finish,texture"
naver-54646374092,하트퍼센트,brow,8,[하트퍼센트] 도트 온 무드 엣지 앤 플랫 아이브로우,하트퍼센트 도트 온 무드 엣지 앤 플랫 아이브로우 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000221710,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000221710,1,collected,"finish,texture"
naver-54649607623,하트퍼센트,brow,4,[하트퍼센트] 브로우 컬러 체인저,하트퍼센트 브로우 컬러 체인저 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000222921,0.67,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222921,1,collected,"finish,texture"
naver-55712261509,하트퍼센트,brow,6,도트 온 무드 엣지 앤 플랫 아이브로우,하트퍼센트 도트 온 무드 엣지 앤 플랫 아이브로우 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000221710,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000221710,1,collected,"finish,texture"
naver-60564144824,하트퍼센트,liner,7,하트퍼센트 도트 온 무드 컨투어 아이라이너 슬림 5002347,하트퍼센트 도트 온 무드 컨투어 아이라이너 슬림 5002347 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000209310,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209310,1,collected,"colorFamily,undertone"
naver-59489400071,하트퍼센트,brow,5,하트퍼센트 브로우 컬러 체인저 애쉬 브라운,하트퍼센트 브로우 컬러 체인저 애쉬 브라운 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000222921,0.67,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222921,1,collected,"finish,texture"
naver-60417748485,데이지크,liner,7,DASIQUE 무드 업 마스카라 롱앤컬352009,데이지크 DASIQUE 무드 업 마스카라 롱앤컬352009 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000180888,0.5,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180888,1,collected,finish
naver-51719611413,데이지크,liner,1,[데이지크] 무드 업 마스카라 롱앤컬,데이지크 무드 업 마스카라 롱앤컬 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000180888,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180888,1,collected,finish
naver-60642524155,라카,brow,9,라카 픽시 브로우 카라 코토리베이지 7호,라카 픽시 브로우 카라 코토리베이지 7호 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000251809,0.75,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000251809,1,collected,finish
naver-55696350677,라카,brow,4,픽시 브로우 카라,라카 픽시 브로우 카라 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000251809,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000251809,1,collected,finish
naver-50254186405,에스쁘아,brow,10,[에스쁘아] [2개] 더브로우 이지 쉐이핑 펜슬,에스쁘아 [2개] 더브로우 이지 쉐이핑 펜슬 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000207415,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000207415,1,collected,finish
naver-54542216582,에스쁘아,liner,7,[에스쁘아] 아이 오프닝 펜슬,에스쁘아 아이 오프닝 펜슬 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000230931,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000230931,1,collected,finish
naver-32116179560,에스쁘아,brow,9,에스쁘아 더브로우 밸런스 펜슬,에스쁘아 더브로우 밸런스 펜슬 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000230941,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000230941,1,collected,finish
naver-59386834545,컬러그램,base,2,컬러그램 긱 누드 스킨 틴트 30ml(SPF30) 1개,컬러그램 긱 누드 스킨 틴트 30ml(SPF30) 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000223679,0.6,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000223679,1,collected,finish
naver-46866314134,클리오,liner,5,[2EA] 클리오 샤프쏘 심플 워터프루프 펜라이너,클리오 샤프쏘 심플 워터프루프 펜라이너 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000011771,0.5,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000011771,1,collected,finish
naver-46090048832,클리오,liner,4,[NEW COLOR] 클리오 샤프 쏘 심플 펜슬 라이너,클리오 샤프 쏘 심플 펜슬 라이너 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000198343,0.6,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000198343,1,collected,finish
naver-46865568891,페리페라,brow,8,[NEW COLOR]페리페라 스피디 스키니 브로우,페리페라 스피디 스키니 브로우 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000167236,0.75,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000167236,2,collected,finish
naver-60427922969,하트퍼센트,liner,10,NEW 하트퍼센트 도트 온 무드 컨투어 아이라이너 슬림 8colors,하트퍼센트 NEW 하트퍼센트 도트 온 무드 컨투어 아이라이너 슬림 8colors 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000209310,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209310,1,collected,finish
naver-60638631143,하트퍼센트,liner,8,NEW 하트퍼센트 도트 온 무드 컨투어 아이라이너 슬림 8colors 4066433,하트퍼센트 NEW 하트퍼센트 도트 온 무드 컨투어 아이라이너 슬림 8colors 4066433 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000209310,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209310,1,collected,finish
naver-60640936835,하트퍼센트,brow,3,하트퍼센트 아이브로우 펜슬 도트 온 무드 엣지 앤 플랫 MNS,하트퍼센트 아이브로우 펜슬 도트 온 무드 엣지 앤 플랫 MNS 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000221710,0.83,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000221710,1,collected,finish
naver-50668581212,하트퍼센트,liner,4,[하트퍼센트] 도트 온 무드 컨투어 아이라이너 슬림,하트퍼센트 도트 온 무드 컨투어 아이라이너 슬림 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000209310,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209310,1,collected,
naver-51165031441,하트퍼센트,liner,6,도트 온 무드 컨투어 아이라이너 슬림,하트퍼센트 도트 온 무드 컨투어 아이라이너 슬림 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000209310,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209310,1,collected,
naver-60563302938,하트퍼센트,brow,10,하트퍼센트 브로우 컬러 체인저 애쉬 브라운 5009650,하트퍼센트 브로우 컬러 체인저 애쉬 브라운 5009650 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000222921,0.67,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222921,1,collected,
naver-53902254666,페리페라,shadow,7,페리페라 [NEW] 페리페라 무드 인 쉐이드 아이스틱,페리페라 페리페라 무드 인 쉐이드 아이스틱 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone,finish,texture"
naver-41097800815,3CE,shadow,10,쓰리씨이 [3CE]멀티 아이 컬러 팔레트 (증)글로우 아이 포인트 브러쉬,3CE 쓰리씨이 [3CE]멀티 아이 컬러 팔레트 (증)글로우 아이 포인트 브러쉬 올리브영,,,,,0,unknown,"colorFamily,undertone,finish,texture"
naver-56707958732,VDL,shadow,10,(신세계하남점)아이샤인 컬러모드 팔레트,VDL 아이샤인 컬러모드 팔레트 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone,finish"
naver-50519987812,롬앤,shadow,2,[롬앤]베러댄팔레트6g,롬앤 베러댄팔레트6g 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone,finish"
naver-57023235174,에뛰드,shadow,4,[에뛰드] [Cafe in the deep] 뽀용 아이메이커 손님 그건 애교살이세요,에뛰드 [Cafe in the deep] 뽀용 아이메이커 손님 그건 애교살이세요 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone,finish"
naver-47416930039,에뛰드,shadow,3,[에뛰드] 재창조 메이커/듀얼 애교살 라이너,에뛰드 재창조 메이커/듀얼 애교살 라이너 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone,finish"
naver-35711275561,에뛰드,shadow,8,에뛰드하우스 블링블링 아이스틱 2개 /스틱 아이섀도우,에뛰드 에뛰드하우스 블링블링 아이스틱 2개 /스틱 아이섀도우 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone,finish"
naver-40346289296,클리오,lip,8,클리오 [NEW 왕실 에디션]크리스탈 글램 틴트,클리오 크리스탈 글램 틴트 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone,finish"
naver-45520646654,클리오,lip,9,클리오 [NEW] 크리스탈 글램 밤,클리오 크리스탈 글램 밤 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone,finish"
naver-44905853047,클리오,lip,1,클리오 [NEW컬러출시] 크리스탈 글램 밤,클리오 크리스탈 글램 밤 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone,finish"
naver-39674404264,클리오,shadow,7,클리오 쉐이드 앤 섀도우 팔레트 [사은]프로아이섀도우브러쉬,클리오 쉐이드 앤 섀도우 팔레트 [사은]프로아이섀도우브러쉬 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone,finish"
naver-60419371058,투쿨포스쿨,shadow,1,[투쿨포스쿨] ONLY ABLY 프로타주 펜슬 / 틴트 / 브로우 / 라이너 외,투쿨포스쿨 ONLY ABLY 프로타주 펜슬 / 틴트 / 브로우 / 라이너 외 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone,finish"
naver-49163556987,투쿨포스쿨,shadow,2,[투쿨포스쿨] 애교살 아트클래스 프로타주 펜슬 + 핑크 샤프너/프로타주 펜슬 랜덤,투쿨포스쿨 애교살 아트클래스 프로타주 펜슬 + 핑크 샤프너/프로타주 펜슬 랜덤 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone,finish"
naver-54027548556,VDL,shadow,9,(신세계하남점)아이스테인 에센셜 섀도우 듀오,VDL 아이스테인 에센셜 섀도우 듀오 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone"
naver-55400191676,VDL,shadow,1,[VDL] 아이스테인 에센셜 섀도우 듀오,VDL 아이스테인 에센셜 섀도우 듀오 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone"
naver-90899740708,VDL,lip,7,브이디엘 립스틱 스타일 립스틱 아이디어 컴포트 슬립 13 카페 로마노 1개 2.5g,VDL 브이디엘 립스틱 스타일 립스틱 아이디어 컴포트 슬립 13 카페 로마노 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone"
naver-60387217597,더샘,lip,7,[온누리상품] 더샘 새미스 젤리 샷 틴트 3.2g 01 밀키,더샘 새미스 젤리 샷 틴트 3.2g 01 밀키 올리브영,,,,,0,unknown,"colorFamily,undertone,finish"
naver-60387219092,더샘,lip,9,[온누리상품] 더샘 새미스 젤리 샷 틴트 3.2g 03 달콤,더샘 새미스 젤리 샷 틴트 3.2g 03 달콤 올리브영,,,,,0,unknown,"colorFamily,undertone,finish"
naver-58797762337,더샘,cheek,6,온누리 더샘 샘물 싱글 블러셔 5gx2개 (GD01 골드 볼륨 라이트),더샘 온누리 더샘 샘물 싱글 블러셔 5gx2개 (GD01 골드 볼륨 라이트) 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone"
naver-59320185353,데이지크,shadow,7,[데이지크] 스태리 나잇 섀도우 팔레트,데이지크 스태리 나잇 섀도우 팔레트 올리브영,,,,,0,unknown,"colorFamily,undertone,finish"
naver-49163536242,롬앤,shadow,3,[롬앤] 베러 댄 팔레트 (+ 총알 브러쉬 ),롬앤 베러 댄 팔레트 (+ 총알 브러쉬 ) 올리브영,,,,,0,unknown,"colorFamily,undertone,finish"
naver-59197963708,롬앤,cheek,3,롬앤베러댄치크-블러셔(SH),롬앤 롬앤베러댄치크-블러셔(SH) 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone"
naver-52766815714,뮤드,cheek,9,지그재그 스토어,뮤드 지그재그 스토어 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone"
naver-44774118376,에뛰드,shadow,2,[에뛰드] 플레이 컬러 아이즈/셀러뷰리티,에뛰드 플레이 컬러 아이즈/셀러뷰리티 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone"
naver-49163474824,에스쁘아,lip,2,[에스쁘아] 꾸뛰르 립틴트 블러벨벳,에스쁘아 꾸뛰르 립틴트 블러벨벳 올리브영,naver_shopping_search,A000000222885,0.67,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222885,2,unknown,"shadeOptions,colorFamily,undertone"
naver-60271893094,정샘물 뷰티,shadow,9,[정샘물] 정샘물 마스터클래스 아이섀도우 S 브러쉬,정샘물 뷰티 마스터클래스 아이섀도우 S 브러쉬 올리브영,naver_shopping_search,A000000235500,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000235500,1,unknown,"shadeOptions,colorFamily,undertone"
naver-60317012853,정샘물 뷰티,shadow,8,정샘물 마스터클래스 아이섀도우 L 브러쉬,정샘물 뷰티 마스터클래스 아이섀도우 L 브러쉬 올리브영,naver_shopping_search,A000000235500,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000235500,1,unknown,"shadeOptions,colorFamily,undertone"
naver-60564475174,정샘물 뷰티,shadow,4,정샘물 마스터클래스 아이섀도우 L 브러쉬 5001608,정샘물 뷰티 마스터클래스 아이섀도우 L 브러쉬 5001608 올리브영,naver_shopping_search,A000000235500,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000235500,1,unknown,"shadeOptions,colorFamily,undertone"
naver-60138609816,정샘물 뷰티,shadow,6,정샘물 마스터클래스 아이섀도우 M 브러쉬,정샘물 뷰티 마스터클래스 아이섀도우 M 브러쉬 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone"
naver-60271895500,정샘물 뷰티,shadow,10,정샘물 마스터클래스 아이섀도우 M 브러쉬,정샘물 뷰티 마스터클래스 아이섀도우 M 브러쉬 올리브영,,,,,0,unknown,"shadeOptions,colorFamily,undertone"
