candidateId,brand,productName,category,domain,robotsDecision,detailFetchStarted,collectionStatus,blockedReason,extractedFields,shadeOptionCount,reviewCount,starScore
naver-57918547816,롬앤,롬앤 듀이풀 워터 틴트,lip,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-55465555357,에뛰드,에뛰드 클라우드 필터 쿠션 리필 /가볍고 보송한 구름 쿠션 리필 제품,base,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-58115914508,에뛰드,에뛰드 뽀용 아이 메이커 4 Colors,shadow,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-56950179922,컬러그램,[위글위글 콜라보/리뉴얼] 컬러그램 눈토리얼 아이 팔레트 5COLOR,shadow,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-60419371058,투쿨포스쿨,[투쿨포스쿨] ONLY ABLY 프로타주 펜슬 / 틴트 / 브로우 / 라이너 외,shadow,m.a-bly.com,True,True,blocked_security_challenge,security_challenge_no_bypass,,0,,
naver-49163458340,데이지크,[데이지크] 블렌딩 무드 치크,cheek,m.a-bly.com,True,True,blocked_security_challenge,security_challenge_no_bypass,,0,,
naver-60566696568,더샘,더샘 스킨 퍼펙션 글루타치온 토닝 쿠션12g (본품+리필),base,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-58148555384,웨이크메이크,웨이크메이크 워터 글로우 코팅밤 본품+리필,base,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-31562567077,롬앤,[롬앤] 한올 샤프/플랫 브로우 12종,brow,www.wconcept.co.kr,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-58032630343,롬앤,[롬앤] [NEW/신상런칭] 한올 아이팟 라이너,liner,www.wconcept.co.kr,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-60084326618,더샘,더샘 [모다아울렛][더샘]샘물 싱글 섀도우 울산점,shadow,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-60691158237,웨이크메이크,웨이크메이크 소프트 블러링 아이 팔레트 08 캔디코랄 블러링,shadow,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-56422598801,클리오,클리오 에센셜 립치크 탭 4.5g 14종,cheek,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-60208613027,VDL,[레몬패키지] VDL 커버 스테인 퍼펙팅 쿠션 기획 (본품+리필),base,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-60463657465,데이지크,데이지크 워터 듀이 젤 쿠션 3 colors,base,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-58782654114,페리페라,[페리페라] 스피디 스키니 브로우 카라,brow,www.wconcept.co.kr,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-44907623797,페리페라,페리페라 [CJ단독/더블구성]스피디 펜슬 라이너 [사은]잉크글래스팅립글로스미니(랜덤),liner,display.cjonstyle.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-55400191676,VDL,[VDL] 아이스테인 에센셜 섀도우 듀오,shadow,m.a-bly.com,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-59452749525,데이지크,데이지크 무드 섀도우 팔레트 04라이트라벤더,shadow,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-49163445416,롬앤,[롬앤] 베러 댄 치크,cheek,m.a-bly.com,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-57893694223,라카,라카 쿠션 커버 파운데이션 벨벳 매트 데일리 메이크업 본딩,base,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-57918556957,클리오,클리오 킬커버 하이 글로우 쿠션(본품+리필 기획),base,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-50894865563,컬러그램,[꼬막눈 확장/듀오기획]컬러그램 음영 창조 라이너 10COLOR (기획/단품),liner,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-45433111218,클리오,[1 +1] 클리오 프로 싱글 섀도우,shadow,with.gsshop.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-40083254682,3CE,[3CE] 페이스 블러쉬+글로우 멀티 유즈 브러쉬,cheek,www.hmall.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-57407579505,네이밍,[품절대란/단종템부활] 네이밍 플러피 파우더 블러쉬,cheek,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-56354126230,정샘물 뷰티,[정샘물뷰티] 정샘물 아티스트 쿠션 블러쉬 블러 (글로스미니 로즈도즈),cheek,m.a-bly.com,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-59330543110,페리페라,페리페라 시럽피 톡 치크 13 Colors,cheek,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-59678662082,네이밍,[7월 올영픽/여름지성쿠션] 네이밍 올데이 마스터 쿠션 리필 기획 (+부오이 파우치),base,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-50170356775,롬앤,[롬앤] 베어 워터 쿠션 20g (리필),base,with.gsshop.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-57535925915,정샘물 뷰티,[정샘물뷰티] 정샘물 에센셜 스킨 누더 쿠션(본품+리필),base,m.a-bly.com,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-56456048563,웨이크메이크,웨이크메이크 소프트 드로잉 슬림 브로우 4COLOR,brow,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-56425945155,웨이크메이크,[1+1]웨이크메이크 철벽 브러쉬 아이라이너 3COLOR(1+1 기획),liner,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-46093215046,라카,[라카]모노 아이섀도우 (50종 택1),shadow,chicor.com,True,True,collected,,brandFromDetail | productNameFromDetail | representativeShade | reviewCount | shadeOptions | starScore,50,383,4.8
naver-55027228004,에뛰드,에뛰드 하트 팝 블러셔,cheek,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-60388593638,컬러그램,컬러그램 틴토리 솜 블러셔 썸탠저린 3호,cheek,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-60316900805,3CE,3CE 핏팅 메쉬 쿠션(본품+리필)+핏팅 메쉬 쿠션 퍼프 2개,base,display.cjonstyle.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-60638630965,데이지크,데이지크 프로 슬림 브로우 카라 6 colors 4066472,brow,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-51719611413,데이지크,[데이지크] 무드 업 마스카라 롱앤컬,liner,www.wconcept.co.kr,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-60387187718,더샘,[온누리상품] 더샘 젤리 블러셔 4.5g 14종 택 1,cheek,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-56424895679,웨이크메이크,[숨결 블러셔]웨이크메이크 쉬어 브리즈 블러셔 5g 7COLOR,cheek,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-57310823090,클리오,클리오 킬 브로우 오토 하드 브로우 펜슬 3개,brow,www.shinsegaetvshopping.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-57918569105,클리오,클리오 익스트림 젤프레소 펜슬라이너,liner,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-59503960155,VDL,[NEW제형출시] VDL 치크스테인 블러셔 밤 5.5g,cheek,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-59660675985,데이지크,[데이지크] 미니 블렌딩 무드 치크,cheek,m.a-bly.com,True,True,blocked_security_challenge,security_challenge_no_bypass,,0,,
naver-52466577328,롬앤,[롬앤] 한올 브로우 카라,brow,www.wconcept.co.kr,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-49163486955,정샘물 뷰티,[정샘물뷰티] 정샘물 아티스트 브로우 쉐이더 슬림,brow,m.a-bly.com,True,True,blocked_security_challenge,security_challenge_no_bypass,,0,,
naver-57918522792,롬앤,롬앤 립매터,liner,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-49163537648,정샘물 뷰티,[정샘물뷰티] 정샘물 아티스트 엣지 아이 펜슬,liner,m.a-bly.com,True,True,blocked_security_challenge,security_challenge_no_bypass,,0,,
naver-56057064634,라카,라카 러브 실크 블러쉬 6 colors,cheek,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-54509115936,클리오,클리오 [NEW/소프트부케] 에센셜 블러쉬 탭,cheek,display.cjonstyle.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-41640978891,3CE,3CE 올라운더 브로우,brow,www.hmall.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-49021488780,네이밍,[네이밍] 루트릿 아이브로우 펜슬,brow,www.wconcept.co.kr,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-58981410135,페리페라,페리페라 스피디 스키니 브로우 마스카라 10 Colors,brow,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-53179305530,3CE,3CE 마이링 아이라이너 5colors,liner,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-33162663223,페리페라,페리페라 잉크 씬씬 브러쉬라이너,liner,with.gsshop.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-41567175906,에뛰드,[에뛰드] 드로잉 아이브로우 프로 3개 SET,brow,with.gsshop.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-48002136790,에뛰드,[1+ 1][에뛰드] 프루프 10 젤 방수 펜슬,liner,with.gsshop.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-57540513604,컬러그램,컬러그램 음영 창조 라이너 02 30% 음영 자연스러운 음영 완성 2개,liner,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-60026997736,더샘,더샘 에코 소울 아이브로우 키트 5g,brow,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-58572181779,웨이크메이크,[NEW/브로우맛집] 웨이크메이크 리얼 픽싱 슬림 브로우카라 5COLOR,brow,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-59662309545,더샘,더샘 [더샘][뉴코아 울산점] 어드밴스드 파워프루프 아이라이너 01 딥 블랙,liner,www.lotteimall.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-59048859940,웨이크메이크,웨이크메이크 리얼 디파이닝 펜슬 라이너 - /R 아이라이너,liner,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-49596371287,VDL,[셀러허브_뷰티] VDL 엑스퍼트 스키니 아이 브로우 펜슬 01 다크브라운,brow,gate.halfclub.com,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-60638631647,데이지크,데이지크 프로 디테일 브로우 펜슬 6 colors 4066473,brow,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-57800793314,데이지크,[단독기획] 데이지크 무드 업 마스카라 롱앤컬 1+1기획 2 colors,liner,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-57893694608,라카,라카 아이 브로우 마스카라 데일리 메이크업 픽시,brow,www.lotteon.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-48004655423,클리오,클리오 킬브로우 쉐이핑 파우더 브로우,brow,display.cjonstyle.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-55627577636,클리오,[NO.1 아이라이너] 클리오 샤프 쏘 심플 워터프루프 펜슬라이너 단품/더블기획,liner,www.oliveyoung.co.kr,,False,skipped_preflight_unresolved,robots_fetch_failed_requires_manual_review,,0,,
naver-26824402312,롬앤,[롬앤] 한올 샤프 브로우,brow,chicor.com,True,True,collected,,brandFromDetail | productNameFromDetail | representativeShade | reviewCount | shadeOptions | starScore,5,32,4.8
naver-49163464884,정샘물 뷰티,[정샘물뷰티] 정샘물 아티스트 브로우 포마드,brow,m.a-bly.com,True,True,blocked_security_challenge,security_challenge_no_bypass,,0,,
naver-57297840212,네이밍,[네이밍] 퍼펙테일 아이 디자이닝 슬림 라이너,liner,www.wconcept.co.kr,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-40754408461,롬앤,[롬앤] 트윙클 펜 라이너,liner,www.wconcept.co.kr,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-49163506150,정샘물 뷰티,[정샘물뷰티] 아티스트 콜 펜 라이너,liner,m.a-bly.com,True,True,blocked_security_challenge,security_challenge_no_bypass,,0,,
naver-41641080456,3CE,[1+1] 3CE 올라운더 브로우,brow,www.hmall.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
naver-54510433365,3CE,3CE 마이링 아이라이너,liner,www.hmall.com,False,False,skipped_robots_disallowed,robots_disallowed,,0,,
